biog_id	name	성명	name_alt	name_alt2	choronym	office	reference	vol	leaf	side
D206786	權圖南	권도남			安東 權	 	安東權氏成化譜	1	7	b
D206787	鄭厚	정후				宰臣	安東權氏成化譜	1	7	b
D206789	孫大元	손대원			一直 孫	 	安東權氏成化譜	1	7	b
D206790	孫成務	손성무			一直 孫	 	安東權氏成化譜	1	7	b
D206791	孫成物	손성물			一直 孫	 	安東權氏成化譜	1	7	b
E103999	姜策	강책			晋州 姜	佐郞	安東權氏成化譜	1	7	b
E206779	權思遠	권사원			安東 權	 	安東權氏成化譜	1	7	b
E206780	權重	권중			安東 權	 	安東權氏成化譜	1	7	b
E206781	權助	권조			安東 權	 	安東權氏成化譜	1	7	b
E206782	權思直	권사직			安東 權	 	安東權氏成化譜	1	7	b
E206783	權勘	권감			安東 權	監察	安東權氏成化譜	1	7	b
D206792	金義	김의			原州 金		安東權氏成化譜	1	8	a
D206793	金得雨	김득우			原州 金	宰臣	安東權氏成化譜	1	8	a
D206800	金台瑠	김태류				 	安東權氏成化譜	1	8	a
D206801	金鼎	김정				佐郞	安東權氏成化譜	1	8	a
D206803	權成泰	권성태	權堅		安東 權	郎將	安東權氏成化譜	1	8	a
D206805	權公信	권공신	權信公		安東 權	判書	安東權氏成化譜	1	8	a
D206806	權仁侃	권인간			安東 權	檢禮賓卿	安東權氏成化譜	1	8	a
D206807	權仁景	권인경			安東 權	 	安東權氏成化譜	1	8	a
D206808	權仁軫	권인진			安東 權	 	安東權氏成化譜	1	8	a
D206809	金之有	김지유	金光遠			 	安東權氏成化譜	1	8	a
D206811	權忍眉	권인미			安東 權	大禪師	安東權氏成化譜	1	8	a
D206812	權行脩	권행수			安東 權	首座	安東權氏成化譜	1	8	a
D206813	權呂溫	권여온				進士	安東權氏成化譜	1	8	a
D206815	權允景	권윤경	權元景			 	安東權氏成化譜	1	8	a
D206816	權萬景	권만경				舍人	安東權氏成化譜	1	8	a
D206817	權希逢	권희봉	權希達			 	安東權氏成化譜	1	8	a
D206819	權玄景	권현경				 	安東權氏成化譜	1	8	a
D206820	權伯宗	권백종			安東 權	宰臣	安東權氏成化譜	1	8	a
D206822	權文景	권문경	權文宗			 	安東權氏成化譜	1	8	a
D206823	安守堅	안수견			順興 安		安東權氏成化譜	1	8	b
D206825	權善	권선				 	安東權氏成化譜	1	8	b
D206827	金良正	김양정				 	安東權氏成化譜	1	8	b
D206828	權孝生	권효생				 	安東權氏成化譜	1	8	b
D206829	金君正	김군정				 	安東權氏成化譜	1	8	b
D206832	權錘	권추			安東 權	中郞將	安東權氏成化譜	1	8	b
D206838	金重平	김중평				 	安東權氏成化譜	1	8	b
D206840	潘之永	반지영				 	安東權氏成化譜	1	8	b
E206833	權放	권방			安東 權	府使	安東權氏成化譜	1	8	b
D103168	王環	왕환			開城 王	종실	安東權氏成化譜	1	9	a
D200036	崔雲海	최운해			通川 崔	參判	安東權氏成化譜	1	9	a
D402199	權定柱	권정주			安東 權	將軍	安東權氏成化譜	1	9	a
E103134	權繼忠	권계충			安東 權	護軍	安東權氏成化譜	1	9	a
E103136	金瑞衡	김서형				中樞	安東權氏成化譜	1	9	a
E103137	權繼孝	권계효			安東 權	護軍	安東權氏成化譜	1	9	a
E103140	權軸	권축			安東 權	司正	安東權氏成化譜	1	9	a
E103141	權淳	권순			安東 權	 	安東權氏成化譜	1	9	a
E103142	權演	권연			安東 權	 	安東權氏成化譜	1	9	a
E103151	曺貴成	조귀성				 	安東權氏成化譜	1	9	a
E103154	權希遂	권희수			安東 權	上護軍	安東權氏成化譜	1	9	a
E103155	權曉	권효			安東 權	 	安東權氏成化譜	1	9	a
E103157	張招	장초				 	安東權氏成化譜	1	9	a
E103158	權旭	권욱			安東 權	 	安東權氏成化譜	1	9	a
E103161	權暲	권장			安東 權	 	安東權氏成化譜	1	9	a
E103162	權暉	권휘			安東 權	 	安東權氏成化譜	1	9	a
E103164	權希進	권희진			安東 權	暑令	安東權氏成化譜	1	9	a
E103167	崔閏福	최윤복			通川 崔	佐郞	安東權氏成化譜	1	9	a
E103170	金稷孫	김직손			尙州 金	郡事	安東權氏成化譜	1	9	a
E200063	權軔	권인			安東 權	司正	安東權氏成化譜	1	9	a
E200064	權希達	권희달			安東 權	都摠制	安東權氏成化譜	1	9	a
E201509	權繼智	권계지			安東 權	縣令	安東權氏成化譜	1	9	a
E802100	金調元	김조원			尙州 金	司直	安東權氏成化譜	1	9	a
E802125	金調陽	김조양			尙州 金	郡守	安東權氏成化譜	1	9	a
E802484	盧尙禮	노상례			光州 盧	知司諫	安東權氏成化譜	1	9	a
E103171	金商孫	김상손			尙州 金	大護軍	安東權氏成化譜	1	9	b
E103172	金恩榮	김은영			尙州 金	司直	安東權氏成化譜	1	9	b
E103175	金孟琦	김맹기	金孟錡			上將	安東權氏成化譜	1	9	b
E103180	辛瑞聃	신서담			靈山 辛		安東權氏成化譜	1	9	b
E103185	崔玉明	최옥명			全州 崔		安東權氏成化譜	1	9	b
E302996	慶由恭	경유공			淸州 慶	中樞	安東權氏成化譜	1	9	b
E802130	金調權	김조권			尙州 金	護軍	安東權氏成化譜	1	9	b
E802281	金慶孫	김경손			尙州 金	校勘	安東權氏成化譜	1	9	b
E802348	金安孫	김안손			尙州 金	護軍	安東權氏成化譜	1	9	b
E802395	鄭常	정상				生員	安東權氏成化譜	1	9	b
E802397	朴仲畏	박중외			咸陽 朴	生員	安東權氏成化譜	1	9	b
E802487	元孝恭	원효공			原州 元	大護軍	安東權氏成化譜	1	9	b
E802511	辛敬溫	신경온				司正	安東權氏成化譜	1	9	b
E802526	辛若	신약				 	安東權氏成化譜	1	9	b
E900052	閔亨孫	민형손			驪興 閔		安東權氏成化譜	1	9	b
E902086	李節	이절			慶州 李		安東權氏成化譜	1	9	b
EC00249	姜敏	강민			晋州 姜	直長	安東權氏成化譜	1	9	b
E102094	李儀	이의			鐵城 李	護軍	安東權氏成化譜	1	10	a
E103190	李性孫	이성손			永川 李	主簿	安東權氏成化譜	1	10	a
E103193	李德孫	이덕손			永川 李	上將	安東權氏成化譜	1	10	a
E103194	李陽孫	이양손			永川 李	司正	安東權氏成化譜	1	10	a
E103197	李振孫	이진손			永川 李	司正	安東權氏成化譜	1	10	a
E103200	李泰孫	이태손			永川 李	大護軍	安東權氏成化譜	1	10	a
E103202	孫繼儉	손계검			密陽 孫	縣監	安東權氏成化譜	1	10	a
E103203	盧處中	노처중			光州 盧	陵直	安東權氏成化譜	1	10	a
E103204	盧漢石	노한석			光州 盧	奉事	安東權氏成化譜	1	10	a
E103207	洪因	홍인			南陽 洪		安東權氏成化譜	1	10	a
E103209	文由質	문유질					安東權氏成化譜	1	10	a
E103211	申子橋	신자교			高靈 申	郡事	安東權氏成化譜	1	10	a
E103226	金尙直	김상직			尙州 金	參議	安東權氏成化譜	1	10	a
E202607	洪矜	홍긍			南陽 洪	通禮院相禮	安東權氏成化譜	1	10	a
E300367	盧德基	노덕기			光州 盧	中樞	安東權氏成化譜	1	10	a
E802523	盧處和	노처화			光州 盧	清州判官	安東權氏成化譜	1	10	a
E802533	金漢生	김한생			善山 金		安東權氏成化譜	1	10	a
E802582	盧熙善	노희선			光州 盧	縣監	安東權氏成化譜	1	10	a
E802630	金慶門	김경문	金景文		尙州 金	監察	安東權氏成化譜	1	10	a
E802652	盧熙淑	노희숙			光州 盧	判官	安東權氏成化譜	1	10	a
E802700	許壽	허수			金海 許	直長	安東權氏成化譜	1	10	a
E802755	金處晦	김처회			善山 金	縣監	安東權氏成化譜	1	10	a
E802757	金巖	김암			善山 金	司直	安東權氏成化譜	1	10	a
E802758	金忠長	김충장			善山 金	縣令	安東權氏成化譜	1	10	a
E802794	金壽長	김수장	金孝長		善山 金	 	安東權氏成化譜	1	10	a
E802803	李命孫	이명손			永川 李	直長	安東權氏成化譜	1	10	a
E802804	李宗謹	이종근			永川 李	直長	安東權氏成化譜	1	10	a
E802823	李徐孫	이서손			永川 李	縣監	安東權氏成化譜	1	10	a
E101110	金世豪	김세호			尙州 金	縣監	安東權氏成化譜	1	10	b
E103213	洪逸童	홍일동			南陽 洪	中樞	安東權氏成化譜	1	10	b
E103217	曺尙	조상			昌寧 曺	副正	安東權氏成化譜	1	10	b
E103218	曺好直	조호직			昌寧 曺	縣監	安東權氏成化譜	1	10	b
E103219	曺吳善	조오선			昌寧 曺	進士	安東權氏成化譜	1	10	b
E103221	金孟誠	김맹성			海平 金	進士	安東權氏成化譜	1	10	b
E103222	曺好正	조호정	曺好生		昌寧 曺	 	安東權氏成化譜	1	10	b
E103223	曺漢忠	조한충			昌寧 曺	司直	安東權氏成化譜	1	10	b
E103227	金貴知	김귀지			尙州 金	生員	安東權氏成化譜	1	10	b
E103230	權叔禧	권숙희			安東 權		安東權氏成化譜	1	10	b
E103232	徐迭	서절			利川 徐	參軍	安東權氏成化譜	1	10	b
E103234	朴文規	박문규			順天 朴	縣監	安東權氏成化譜	1	10	b
E103235	金世輔	김세보			尙州 金	司勇	安東權氏成化譜	1	10	b
E103236	金世昌	김세창			尙州 金	 	安東權氏成化譜	1	10	b
E203350	金貴達	김귀달			尙州 金	縣監	安東權氏成化譜	1	10	b
E301098	金克忠	김극충			尙州 金	通贊	安東權氏成化譜	1	10	b
E301099	金愼知	김신지	金愼智		尙州 金	都染丞	安東權氏成化譜	1	10	b
E302102	權侹	권정			安東 權	右尹	安東權氏成化譜	1	10	b
E402204	尹邦昌	윤방창			漆原 尹	參議	安東權氏成化譜	1	10	b
E402206	李雄	이웅			全義 李	典農正	安東權氏成化譜	1	10	b
E501470	崔伋	최급			全州 崔		安東權氏成化譜	1	10	b
E802553	金若鈞	김약균	金若均		順天 金	判事	安東權氏成化譜	1	10	b
E802887	金仁剛	김인강	金仁康		尙州 金	忠順	安東權氏成化譜	1	10	b
E802914	金義剛	김의강			尙州 金	判官	安東權氏成化譜	1	10	b
E802923	金禮剛	김예강			尙州 金	大卿	安東權氏成化譜	1	10	b
E802952	金順成	김순성			尙州 金	上將	安東權氏成化譜	1	10	b
E802979	金順山	김순산			尙州 金	內禁衛	安東權氏成化譜	1	10	b
E802992	金三山	김삼산			尙州 金	 	安東權氏成化譜	1	10	b
E901927	金克孝	김극효			尙州 金	內禁衛	安東權氏成化譜	1	10	b
E902102	李箴	이잠			慶州 李		安東權氏成化譜	1	10	b
EA01629	李永敷	이영부			永川 李		安東權氏成化譜	1	10	b
E103242	李止忠	이지충			全義 李	司直	安東權氏成化譜	1	11	a
E103243	李英孫	이영손			全義 李	司直	安東權氏成化譜	1	11	a
E103252	李止孝	이지효	李止恭		全義 李	 	安東權氏成化譜	1	11	a
E103253	李止任	이지임			全義 李	 	安東權氏成化譜	1	11	a
E103254	李止信	이지신			全義 李	縣監	安東權氏成化譜	1	11	a
E103263	李樺	이화			全義 李	判中樞	安東權氏成化譜	1	11	a
E103265	權石童	권석동	權碩仝			萬戶	安東權氏成化譜	1	11	a
E103272	李希童	이희동			全義 李	司直	安東權氏成化譜	1	11	a
E103275	李憐童	이연동			全義 李	 	安東權氏成化譜	1	11	a
E103284	李承宗	이승종			全義 李	 	安東權氏成化譜	1	11	a
E103291	閔涵	민함	閔咸		驪興 閔	上護軍	安東權氏成化譜	1	11	a
E103316	權恢	권회			安東 權	府事	安東權氏成化譜	1	11	a
E103317	權有順	권유순	權以順		安東 權	牧使	安東權氏成化譜	1	11	a
E103324	呂義輔	여의보	呂自新		咸陽 呂	參知	安東權氏成化譜	1	11	a
E103325	權瑀	권우			安東 權	司正	安東權氏成化譜	1	11	a
E103330	權璸	권빈			安東 權	生員	安東權氏成化譜	1	11	a
E103338	權瑠	권류			安東 權	生員	安東權氏成化譜	1	11	a
E400809	金確	김확			慶州 金	監察	安東權氏成化譜	1	11	a
E400898	李楷	이해			全義 李	鹽場官	安東權氏成化譜	1	11	a
E401230	柳貞	유정			晋州 柳	司勇	安東權氏成化譜	1	11	a
E401232	閔休	민휴			驪興 閔	少尹	安東權氏成化譜	1	11	a
E503767	權哲仝	권철동	權哲同		安東 權	 	安東權氏成化譜	1	11	a
E701287	李宜蕃	이의번	李宜潘		德水 李		安東權氏成化譜	1	11	a
E802344	權琳	권림	權淋		安東 權	進士	安東權氏成化譜	1	11	a
E900061	卞鐔	변심	卞淡		草溪 卞	開寧縣監	安東權氏成化譜	1	11	a
E900063	李八仝	이팔동	李八童		梁山 李	僉知	安東權氏成化譜	1	11	a
E900423	李挻	이연			全義 李	判中樞	安東權氏成化譜	1	11	a
E900934	李愛童	이애동	李愛東		全義 李	司直	安東權氏成化譜	1	11	a
E901076	鄭陽明	정양명	鄭洋明			 	安東權氏成化譜	1	11	a
E103343	朴季老	박계로			密陽 朴	護軍	安東權氏成化譜	1	11	b
E103345	蔡壽	채수			仁川 蔡	參判	安東權氏成化譜	1	11	b
E103347	朴紹宗	박소종			咸陽 朴	司直	安東權氏成化譜	1	11	b
E103352	安億壽	안억수			廣州 安	縣監	安東權氏成化譜	1	11	b
E103357	韓敍倫	한서륜			淸州 韓		安東權氏成化譜	1	11	b
E103363	鄭師周	정사주			東萊 鄭	司直	安東權氏成化譜	1	11	b
E103365	南八元	남팔원			英陽 南		安東權氏成化譜	1	11	b
E103368	鄭殷	정은			東萊 鄭		安東權氏成化譜	1	11	b
E103379	李守仁	이수인			全義 李	 	安東權氏成化譜	1	11	b
E103381	申碩孫	신석손	申石孫			 	安東權氏成化譜	1	11	b
E103416	李守敬	이수경			全義 李	 	安東權氏成化譜	1	11	b
E103417	李孟壽	이맹수			全義 李		安東權氏成化譜	1	11	b
E103420	李仲壽	이중수			全義 李		安東權氏成化譜	1	11	b
E206846	安賢孫	안현손			廣州 安	 	安東權氏成化譜	1	11	b
E802470	朴訥	박눌			咸陽 朴		安東權氏成化譜	1	11	b
E900605	朴緇	박치			春川 朴		安東權氏成化譜	1	11	b
E900653	李栩	이허			全義 李	 	安東權氏成化譜	1	11	b
E900926	李守義	이수의			全義 李	 	安東權氏成化譜	1	11	b
E900935	柳甲孫	유갑손				生員	安東權氏成化譜	1	11	b
E901133	李材	이재			全義 李	司直	安東權氏成化譜	1	11	b
EA00794	曺珣	조순			昌寧 曺	司直	安東權氏成化譜	1	11	b
EA02822	權以順	권이순			安東 權	判官	安東權氏成化譜	1	11	b
EC00206	李橿	이강			全義 李	通仕郞	安東權氏成化譜	1	11	b
EC02653	鄭唐	정당			東萊 鄭	 	安東權氏成化譜	1	11	b
cd0a3bfa-7c13-4464-8fab-2456542b7d5e	柳長孫	유장손			晋州 柳		安東權氏成化譜	1	12	a
D402212	拾得驢	습득려				 	安東權氏成化譜	1	12	a
E206849	尹師真	윤사건	尹師貢	尹師騫	坡平 尹		安東權氏成化譜	1	12	a
E401440	柳琰	유염			晋州 柳	大提學	安東權氏成化譜	1	12	a
E401441	柳苯	유분			晋州 柳	護軍	安東權氏成化譜	1	12	a
E401442	柳繼源	유계원			晋州 柳	上將	安東權氏成化譜	1	12	a
E401446	柳繼洽	유계흡			晋州 柳	護軍	安東權氏成化譜	1	12	a
E401447	柳繼淙	유계종	柳繼宗		晋州 柳		安東權氏成化譜	1	12	a
E401451	金龜聯	김귀련	金龜孫		樂安 金	典書	安東權氏成化譜	1	12	a
E401454	李種德	이종덕			韓山 李		安東權氏成化譜	1	12	a
E402208	李愼	이신			全義 李	判事	安東權氏成化譜	1	12	a
E900012	閔永堅	민영견	閔永肩		驪興 閔		安東權氏成化譜	1	12	a
E300461	尹繼謙	윤계겸			坡平 尹		安東權氏成化譜	1	12	b
E401478	柳瓚	유찬			晋州 柳	少監	安東權氏成化譜	1	12	b
E401480	金孝芬	김효분			金海 金	府使	安東權氏成化譜	1	12	b
E401481	金淵	김진손	金震孫		金海 金	校理	安東權氏成化譜	1	12	b
E401485	鄭孝安	정효안			晋州 鄭	 	安東權氏成化譜	1	12	b
E401487	朴元貞	박원정			竹山 朴		安東權氏成化譜	1	12	b
E401489	鄭之産	정지산			晋州 鄭	縣監	安東權氏成化譜	1	12	b
E401490	鄭云産	정운산			晋州 鄭	忠贊衛	安東權氏成化譜	1	12	b
E401495	鄭惟産	정유산			晋州 鄭	學諭	安東權氏成化譜	1	12	b
E401496	柳文植	유문식	柳之植		晋州 柳	丞	安東權氏成化譜	1	12	b
E401497	柳阡	유천			晋州 柳	司直	安東權氏成化譜	1	12	b
E401499	金憓	김혜			江陵 金	護軍	安東權氏成化譜	1	12	b
E401505	孫繼恭	손계공			密陽 孫	僉知	安東權氏成化譜	1	12	b
E401507	柳踶	유제			晋州 柳	 	安東權氏成化譜	1	12	b
EA02236	金永堅	김영견			金海 金	承旨	安東權氏成化譜	1	12	b
EA02238	柳坰	유경			文化 柳	進士	安東權氏成化譜	1	12	b
EA02239	金永瑞	김영서			金海 金	監察	安東權氏成化譜	1	12	b
EA02260	金永貞	김영정	金永鼎		金海 金	奉事	安東權氏成化譜	1	12	b
EA02299	金永純	김영순			金海 金	奉事	安東權氏成化譜	1	12	b
EA02340	鄭誦男	정송남			晋州 鄭	 	安東權氏成化譜	1	12	b
EB01086	崔璡	최진			江陵 崔		安東權氏成化譜	1	12	b
E100242	朴堅源	박견원			順天 朴	護軍	安東權氏成化譜	1	13	a
E206856	柳承宗	유승종			晋州 柳	 	安東權氏成化譜	1	13	a
E401510	崔有源	최유원				少監	安東權氏成化譜	1	13	a
E401511	崔溱	최진				 	安東權氏成化譜	1	13	a
E401513	李長孫	이장손				 	安東權氏成化譜	1	13	a
E401515	姜自周	강자주				護軍	安東權氏成化譜	1	13	a
E401517	全仲權	전중권	全中權		龍宮 全	郡事	安東權氏成化譜	1	13	a
E401518	全永孚	전영부			龍宮 全	進士	安東權氏成化譜	1	13	a
E401519	全永昌	전영창			龍宮 全	部將	安東權氏成化譜	1	13	a
E401520	全永齡	전영령			龍宮 全	佐郞	安東權氏成化譜	1	13	a
E401521	柳珦	유향	柳向		晋州 柳	軍資監	安東權氏成化譜	1	13	a
